Question,Answer,Age,Sex
6. Where is the first place you want to go when this is over?,B-  Aunt Didi's,10,f
7. What do you think we can do to get rid of the Coronavirus?,B- Limit the amount of people in stores,10,f
8. Is Mommy a good teacher?,B- Ahhh I teach myself but to Hoyt yes,10,f
9. How did the Coronavirus start?,B- China,10,f
"10. If you had to wear protective clothing to help you, what would it be?","B- Jeans, T-shirt and a light mask",10,f
11. Are you enjoying the “quarantine?”,B- No,10,f
1. What is the coronavirus?,J- disease that can cause the death of elders,10,f
2. Who is the president?,J- Trump,10,f
3. How many days have we been in lockdown?,J- 2 months,10,f
4. Do you want to go back to school?,J- Yes ‘cause I miss all my friends,10,f
5. Who is the first person you are going to hug when lockdown is over?,J- Annaliese (Camille),10,f
6. Where is the first place you want to go?,J- roller skating with my friends,10,f
7. What do you think we can do to get rid of the coronavirus?,"J- stay away from other people, hand sanitize, and wear a mask when you’re out",10,f
8. Is mommy a good teacher ?,J- good but can get a little impatient,10,f
9. How did the coronavirus start?,"J- it is unknown, but I think it’s created in lab",10,f
"10. If you had to wear protective clothing to help you, what would it be?","J- tool belt with pockets with Lysol, hand sanitizer, gloves, and triple pack of wipes while I wear a mask",10,f
11. Are you enjoying lockdown?,J- no,10,f
Answered by Gracie age 10,NA,10,f
1. What is the Coronavirus, It’s a sickness that people have,10,f
2. Who is the president, Donald Trump,10,f
3. How many days have we been in lockdown, More than a thousand,10,f
4. Do you want to go back to school, Yeah,10,f
5. Who is the first person you are going to hug when lockdown is over, Mimi,10,f
6. Where is the first place you want to go, Real hacienda,10,f
7. What do you think we can do to get rid of the Coronavirus, Wash my hands,10,f
8. Is mom a good teacher, No,10,f
9. How did the Coronavirus start, Because of dad.  I’m just kidding don’t put that,10,f
10. If you had to wear protective clothing to help what would it be,  I don’t know,10,f
11. Are you enjoying the lockdown, No,10,f
12. Are you scared of the Coronavirus, No.,10,f
13. Do you think you could get the Corona virus,  No,10,f
1. What is the Coronavirus?,COVID-19,10,f
2. Who is the president?,Donald Trump,10,f
3. How many days have we been in lockdown?,Weeks,10,f
4. Do you want to go back to school?,Define school,10,f
5. Who is the first person you are going to hug when lockdown is over?,Daddy,10,f
6. Where is the first place you want to go?,Disney World,10,f
7. What do you think we can do to get rid of the Coronavirus?,Don’t be stupid,10,f
8. Is mom a good teacher?,Yes,10,f
9. How did coronavirus start?,In China,10,f
10. If you had to wear protective clothing to help you what would it be?,Mask,10,f
11. Are you enjoying the lockdown?,Yes,10,f
1. What is the Coronavirus?,“It’s an annoying virus that people are freaking out about.”,10,m
2. Who is the president?,“Donald Trump... I’m getting a drink.”,10,m
3. How many days have we been in lockdown?,“I don’t know! I haven’t been counting! I don’t really want to be thinking about how long because that just makes me sad thinking about that that’s so long that I haven’t been able to be with my friends”,10,m
4. Do you want to go back to school/daycare?,"“Yeah, I want to. My best friends are there.”",10,m
5. Who is the first person you are going to hug when lockdown is over?  Austin and Andrew,NA,10,m
6. Where is the first place you want to go?,To Austin’s house,10,m
7. What do you think we can do to get rid of the Corona Virus?,“Tell China to stop eating weird things!”,10,m
8. Are your parents good teachers?,“Ummmm... ehhh... you don’t really teach too much...”,10,m
9. How did the Coronavirus start?,“Some weird science weirdos decided to do a dumb thing and eat bats and then it spread to the US and yeah....”,10,m
10. If you had to wear protective clothing to help you what would it be?,“I don’t know”,10,m
11. Are you enjoying the lockdown?,“I hate the lockdown.”,10,m
1. What is the Coronavirus,"  ""A virus that's killing people""",10,m
2. Who is the president," ""Donald Trump""",10,m
3. How many days have we been in lockdown?,"""Umm... hold on I'm thinking! 36 days""",10,m
4. Do you want to go back to school," ""Yes!""",10,m
5. Who is the first person you are going to hug when lockdown is over," ""My friend, chris.""",10,m
6. Where is the first place you want go," ""Movie theater""",10,m
7. What do you think we can do to get rid of the Covid-19," ""Stop wearing gloves and stop worrying about it because when you worry about it you over react and it makes it worse."" [Kid has a point!]",10,m
8. Is your mom (or dad) a good teacher?,"[Laughs] ""yes""",10,m
9. How did the Coronavirus start?!,"""The president of China made it, that's what I think..?? You never know, China is always working on something..""",10,m
10. If you had to wear protective clothing to help you what would it be," [Laughs] ""oh wow.. i kinda actually want a mask or bandana, that'd be fun to do.""",10,m
11. Are you enjoying the lockdown," ""No!""",10,m
12. Are you scared of the Coronavirus," ""No!... No""",10,m
13. Do you think you could get the Corona virus," ""No! I ain't gonna get it! I just know!""",10,m
1. What is the Coronavirus?,A virus that gives people lung problems (T),10,m
2. Who is the president?,Stinky Donald,10,m
3. How many days have we been in lockdown?,feels like a year (T),10,m
4. Do you want to go back to school?,sort of (T),10,m
5. Who is the first person you are going to hug when lockdown is over?,Everyone,10,m
6. Where is the first place you want to go?,A party,10,m
7. What do you think we can do to get rid of the Coronavirus?,Have a positive attitude,10,m
8. Is mom a good teacher? ,Dad?  Yes,10,m
10. If you had to wear protective clothing to help you what would it be?,A suit of armor,10,m
11. Are you enjoying the lockdown?,"Yes, but I miss my friends (T)",10,m
1. What is the Coronavirus?,Dumb,10,m
3. How many days have we been in lockdown?,Too many,10,m
4. Do you want to go back to school,NO!!!,10,m
5. Who is the first person you are going to hug when lockdown is over,Me,10,m
6. Where is the first place you want to go,Wisconsin,10,m
7. What do you think we can do to get rid of the Coronavirus,Stop spreading it,10,m
8. Is mom a good teacher,Sure,10,m
9. How did the Coronavirus start,People were trying to make a healing for the Black Plague,10,m
"10. If you had to wear protective clothing to help you, what would it be",My average clothes,10,m
11. Are you enjoying the lockdown,NOO!!!!,10,m
12. What is your favorite thing we do at home?,Have fun!,10,m
1. What is the Coronavirus?,A virus that's killing people,10,m
4. Do you want to go back to school?,Yes!,10,m
5. Who is the first person you are going to hug when lockdown is over?,"My friend, chris.",10,m
6. Where is the first place you want go?,Movie theater,10,m
7. What do you think we can do to get rid of the Covid-19?,Stop wearing gloves and stop worrying about it because when you worry about it you over react and it makes it worse. [Kid has a point!],10,m
10. If you had to wear protective clothing to help you what would it be?,"[Laughs] ""oh wow.. i kinda actually want a mask or bandana, that'd be fun to do.""",10,m
11. Are you enjoying the lockdown?,No!,10,m
12. Are you scared of the Coronavirus?,No!... No,10,m
13. Do you think you could get the Corona virus?,No! I ain't gonna get it! I just know!,10,m
1. What is the Coronavirus?,It’s a virus like the flu that kills people 82+. Children are only carriers. They do not get sick from it.,10,m
2. Who is the president?,Stupid Donald Trump,10,m
3. How many days have we been in lockdown?,Ummm like 45 days and 45 night,10,m
4. Do you want to go back to school?,No.,10,m
5. Who is the first person you are going to hug when lockdown is over?,Everyone!,10,m
6. Where is the first place you want to go?,"On that cruise ship that got cancelled. Then Salt Lake City, Utah",10,m
7. What do you think we can do to get rid of the Coronavirus?,Stay home duh.,10,m
8. Is mom a good teacher?,Sort of...,10,m
9. How did the Coronavirus start?,It was a man made virus made to kill all the Americans. It started in China and Japan. It has killed less then the flu.,10,m
10. If you had to wear protective clothing to help you what would it be?,Not a mask because that fogs up my glasses... a full body suit like race car drivers wear.,10,m
11. Are you enjoying the lockdown?,The fact that we aren’t swimming yet -  no.,10,m
1. What is the Coronavirus?,It means everyone is getting sick.,10,m
3. How many days have we been in lockdown?,For about 3 months or so,10,m
4. Do you want to go back to school?,Kinda,10,m
5. Who is the first person you are going to hug when lockdown is over?,Nobody,10,m
6. Where is the first place you want to go?,To the pool!,10,m
7. What do you think we can do to get rid of the Coronavirus?,Not to do what the first people that got the Coronavirus. And always wear a mask when we go out. And use certain medicine,10,m
8. Is mom a good teacher?,Yes. Kinda.,10,m
9. How did the Coronavirus start?,A person started licking stuff and another starting licking then it started to spread.,10,m
10. If you had to wear protective clothing to help you what would it be?,Mask,10,m
11. Are you enjoying the lockdown?,"No. I kinda miss school, park and the pool.",10,m
1. What is the Coronavirus,"""A virus that's killing people""",10,m
2. Who is the president,"""Donald Trump""",10,m
4. Do you want to go back to school,"""Yes!""",10,m
5. Who is the first person you are going to hug when lockdown is over,"""My friend, chris.""",10,m
6. Where is the first place you want go,"""Movie theater""",10,m
7. What do you think we can do to get rid of the Covid-19,"""Stop wearing gloves and stop worrying about it because when you worry about it you over react and it makes it worse."" [Kid has a point!]",10,m
10. If you had to wear protective clothing to help you what would it be,"[Laughs] ""oh wow.. i kinda actually want a mask or bandana, that'd be fun to do.""",10,m
11. Are you enjoying the lockdown,"""No!""",10,m
12. Are you scared of the Coronavirus,"""No!... No""",10,m
13. Do you think you could get the Corona virus,"""No! I ain't gonna get it! I just know!""",10,m
5. Who is the first person you are going to hug when lockdown is over?,Austin and Andrew,10,m
1. What is the Coronavirus?,A virus..duh,10,f
3. How many days have we been in lockdown?,I don't know.,10,f
4. Do you want to go back to school?,Yes,10,f
5. Who is the first person you are going to hug when lockdown is over?,Chloe,10,f
6. Where is the first place you want to go?,Hmm..it's hard. QuantumLeap,10,f
7. What do you think we can do to get rid of the coronavirus?,"*shrugs* wear masks and gloves, use hand sanitizer",10,f
8. Is mommy a good teacher?,*hesitated* On some things..,10,f
9. How did the Coronavirus start?,I don't know.,10,f
10. If you had to wear protective clothing to help you what would it be?,A mask,10,f
11. Are you enjoying lockdown?,*sad lowered voice* No,10,f
3. How many days have we been in lockdown?,B:Three months,10,m
